CaseID,Activity,Timestamp,Axis_X,Axis_Y,Quadrant,Activity_Q,ActXPosition,Distance_명령값,Velocity,Accel,O2_ratio
9,Melting Layer(Poly),2023-10-14 09:30:25.217,3.43441772460938,0.93310546875,1.0,Melting Layer(Poly)_1,,,,,
9,Melting Layer(Poly),2023-10-14 09:30:25.217,0.74468994140625,-1.82647705078125,4.0,Melting Layer(Poly)_4,,,,,
9,Melting Layer(Poly),2023-10-14 09:30:25.218,3.29054260253906,-0.12945556640625,4.0,Melting Layer(Poly)_4,,,,,
9,Melting Layer(Poly),2023-10-14 09:30:25.218,-1.94471740722656,4.03907775878906,2.0,Melting Layer(Poly)_2,,,,,
9,Melting Layer(Poly),2023-10-14 09:30:25.218,2.08955383300781,-1.04974365234375,4.0,Melting Layer(Poly)_4,,,,,
9,Melting Layer(Poly),2023-10-14 09:30:25.218,4.47999572753906,0.329727172851563,1.0,Melting Layer(Poly)_1,,,,,
9,Laser Layer 완료,2023-10-14 09:30:25.429,,,,,,,,,
10,Bulid,2023-10-14 09:30:25.613,,,,,0,210,800,3000,
10,Blade_1,2023-10-14 09:30:32.761,,,,,0,0,1000,4000,
10,Left,2023-10-14 09:30:33.631,,,,,0,100,800,3000,
10,Blade_2,2023-10-14 09:30:40.780,,,,,210,6400,1000,4000,
10,Melting Layer,2023-10-14 09:30:41.280,,,,,,,,,0.03
10,Melting Layer(Poly),2023-10-14 09:30:41.336,-2.98965454101563,4.64277648925781,2.0,Melting Layer(Poly)_2,,,,,
10,Melting Layer(Poly),2023-10-14 09:30:41.336,2.08955383300781,1.7098388671875,1.0,Melting Layer(Poly)_1,,,,,
10,Melting Layer(Poly),2023-10-14 09:30:41.336,-1.94439697265625,-3.37930297851563,3.0,Melting Layer(Poly)_3,,,,,
10,Melting Layer(Poly),2023-10-14 09:30:41.336,3.29054260253906,0.789230346679688,1.0,Melting Layer(Poly)_1,,,,,
10,Melting Layer(Poly),2023-10-14 09:30:41.336,0.74468994140625,2.48625183105469,1.0,Melting Layer(Poly)_1,,,,,
10,Melting Layer(Poly),2023-10-14 09:30:41.336,3.43441772460938,-0.273330688476563,4.0,Melting Layer(Poly)_4,,,,,
